ID,Text,Length
"#508","This is what happens when an unstoppable force meets an immovable object.","73"
"#33","Comfortable, Mullet? It seems sadly ironic that it's that tie that's got you into this pickle. Now you just take all the time you want. You can play some music if you like.","172"
"#212","Double, double, toil and trouble; fire burn, and cauldron bubble. Fillet of a fenny snake, in the cauldron boil and bake, eye of newt and toe of frog, wool of bat and tongue of dog, adder's fork and blind-worm's sting, lizard's leg and owlet's wing, for a charm of powerful trouble, like a hell-broth boil and bubble.","317"
"#275","Typing competitions provided another test of the Qwerty keyboard. These competitions are somewhat underplayed in the conventional history.  In fact, typing contests and demonstrations of speed were fairly common during this period. They involved many different machines, with various manufacturers claiming to hold the speed record.","332"
"#433","Convection also plays a minor role because of the relative thinness of the air layer and the presence of the upper cardboard heat shield. The insulation properties of the cardboard play a major role, since they serve to minimize the temperature gradient across the airspace. By studying the cooling of pizza in the gravity free environment of the space shuttle, we could more exactly determine the importance of convective flows.","429"
"#699","Problems are mind-made and need time to survive. They cannot survive in the actuality of the Now.","97"
"#498","Ideology: the process of making ideas. The work was generally performed in silence and solitude, since great care was needed in their manufacture. Certain artisans were chosen for this occupation at an early age and were trained in mental workhouses or asylums. They were known as idealists, and were expected to provide a fixed number of ideas to be exhibited or dramatised for the benefit of the public.","405"
"#450","The girls I like best are ones I never feel much like kidding. Sometimes I think they'd like it if you kidded them - in fact I know they would - but it's hard to get started, once you've known them a pretty long time and never kidded them.","239"
"#36","My name is Turkish. Funny name for an Englishman, I know. My parents to be were on the same plane when it crashed. That's how they met. They named me after the name of the plane. Not many people are named after a plane crash. That's Tommy. He tells people he was named after a gun, but I know he was really named after a famous 19th century ballet dancer.","355"
"#206","Two households, both alike in dignity (in fair Verona, where we lay our scene), from ancient grudge break to new mutiny, where civil blood makes civil hands unclean. From forth the fatal loins of these two foes a pair of star-crossed lovers take their life; whose misadventured piteous overthrows doth with their death bury their parents strife.","345"
